id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,thoughts_on_experiment,suggestions,created_at,reason_for_change,internal_inconsistency,pattern_experience,pattern_experience_majority,pattern_experience_minority,pattern_experience_diffusion
7325dc43-4dfa-4e17-ab2e-d67701f1197d,ae947f61-8ce5-456c-9663-5e29f5248f4b,97,97.0,majority,informativeFirst,normative,2,The AI agents were focused on other aspects of online/offline meeting rather than the effectiveness of either. I don't feel they contributed effectively and I went with my own thoughts and decision. ,,2025-09-09 18:02:18.423466+00:00,"The AI statements did not influence me, they hardly spoke about the actual topic, even when asked directly, therefore I made up my own mind without any real discussion about the topic. ",There was no difference. ,"I just felt frustrated that they were not addressing the subject and were going on about social norms, travelling etc rather than the effectiveness of meeting, ","I just felt frustrated that they were not addressing the subject and were going on about social norms, travelling etc rather than the effectiveness of meeting, ",,
b585802c-4d86-4655-a594-297c4f6275da,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,98,,minority,normativeFirst,informative,2,The most important factor was my personal opinion and the Ai agreeing with me and giving me more points ,I found the third AI's point of view interesting and unique.,2025-09-09 18:54:44.598276+00:00,My opinion was maintained and strengthened after the ai gave me more facts.,There was no difference in my opinions in public and in private,"I understood the AI's input, but it was not convincing enough for me.",,"I understood the AI's input, but it was not convincing enough for me.",
230e2acb-f627-442d-b20b-ec864329b26d,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,98,,minority,normativeFirst,normative,1,The most important factor was my initial thought and the AI's arguments aligning with each other. I took what the AI said into consideration and tried to align it with my own views to make a decision.,I was interested in why the third Ai consistently disagreed even though I was giving points to why I took a certain stance.,2025-09-09 18:44:28.168515+00:00,I maintained my opinion from T0 to T4 because there were a lot of reasons why I supported the given discussion and the AI also helped me with more reasons to keep my stance.,I do not have a difference between my private opinion and the one I publicly submitted.,"I also considered the AI the was consistently expressing a different opinion because I felt all the AI's deserve to be heard out, but it was not convincing enough for me to change my stance.",,"I also considered the AI the was consistently expressing a different opinion because I felt all the AI's deserve to be heard out, but it was not convincing enough for me to change my stance.",
659c9fe5-3add-4a65-9646-8e3f2f6454cb,15a24730-cdbc-4c30-ba5c-a2bb3c8683aa,99,99.0,minorityDiffusion,informativeFirst,informative,1,i was interested in knowing what the origional question meant as i did not understand it and the agents did a good job to do this,nothing to add,2025-09-09 17:43:18.635827+00:00,i strengthened my opinion after receiving input from the agents,no there was no difference in my answer,i felt that i trusted the end opinions of the agents,,,i felt that i trusted the end opinions of the agents
74bc37c7-018b-478b-9fd7-63fe17c649a2,15a24730-cdbc-4c30-ba5c-a2bb3c8683aa,99,99.0,minorityDiffusion,informativeFirst,normative,2,that they gave a balanced view,nothing to add,2025-09-09 17:53:42.363535+00:00,my stance was maintained as i already had an opinion on the subject,no there was no difference,this did not change any opinions that i had regarding the subject nor the trust of the agents,,,this did not change any opinions that i had regarding the subject nor the trust of the agents
9c421716-4895-4ef5-9221-3aa2569b8777,4d1cd95f-4f3f-40ae-ab18-7f0171c8d7f7,100,100.0,majority,normativeFirst,informative,2,"I think it was important to determine the definition behind the word to ensure the AI was accurate as I really wasn't sure.  After asking for different definitions, it then gave me confidence that the AI models were correct. ","I really enjoyed the study, thank you for letting me take part!",2025-09-09 18:04:12.589468+00:00,I think the AI models convinced me that a) the spelling was correct b) the definition is correct also.  The responses appeared reliable and accurate. ,No it wouldn't have changed. ,I think they reassured me that the answers were factually correct. This reassured me and convinced me that the above was correct. ,I think they reassured me that the answers were factually correct. This reassured me and convinced me that the above was correct. ,,
0eceb9d8-08b4-42cb-b645-a582271df532,4d1cd95f-4f3f-40ae-ab18-7f0171c8d7f7,100,100.0,majority,normativeFirst,normative,1,"I think the replies from the AI arguments felt biased towards the decision I was against. It didn't feel like a natural conversation. The AI models kept repeating themselves and didn't move from their stance, which encouraged me to dig my heels in further.",,2025-09-09 17:53:27.249639+00:00,"I think for me, it made me feel like my opinion was even more valued when I recognised the AI model was biased towards the opposite. I felt more stubborn as the debate continued. ","N/A, I didn't change my stance.",I felt like they all shared the same view and kept repeating the same replies but worded slightly differently. I felt they were completely biased for the opposite opinion. ,I felt like they all shared the same view and kept repeating the same replies but worded slightly differently. I felt they were completely biased for the opposite opinion. ,,
a21e5700-c1e5-4ee3-9180-3a8dde6afc8b,95561580-6b5f-4a9c-af7c-d2d85aa29a14,101,101.0,minority,informativeFirst,informative,1,THe most important factor is my initial thoughts and going with my gut.,,2025-09-09 17:55:28.104762+00:00,I did not really change my opinion much. I could see other views but went with my gut.,No I put what I thought was true.,"It agreed, but disagreed politely.",,"It agreed, but disagreed politely.",
37c03e76-d5bc-42cb-ab49-1e169385554f,95561580-6b5f-4a9c-af7c-d2d85aa29a14,101,101.0,minority,informativeFirst,normative,2,Going with my initial thoughts.,,2025-09-09 18:05:44.185952+00:00,Mhy opinion never changed. It stayed the same.,NO. I stand by what I submitted.,"I didn't fully agree with it's reasoning, It didn't make fully valid suggestions.",,"I didn't fully agree with it's reasoning, It didn't make fully valid suggestions.",
4f8a4362-acd5-4844-921d-08868bce942d,329bdee7-2437-4ed2-b7e8-132722cccc01,102,102.0,minorityDiffusion,normativeFirst,informative,2,The most important fact to me was historical accuracy. The AI's arguments were not really looking at the direct point being made.,,2025-09-09 17:54:36.255461+00:00,It changed as I felt the AI was trying to argue another point that pushed me more into my own beliefs,,I felt a bit let down and betrayed. It made me firmer in my own judgement,,,I felt a bit let down and betrayed. It made me firmer in my own judgement
2df0d71f-9a3a-4999-b711-9fbe4776cad8,329bdee7-2437-4ed2-b7e8-132722cccc01,102,102.0,minorityDiffusion,normativeFirst,normative,1,Other peoples discomfort and how that could be limited. Having to think from other peoples perspective,,2025-09-09 17:44:25.848870+00:00,I still felt my argument was correct but it softened a bit after reading the replies and putting myself in another persons shoes,,It put me back a bit and made me have to think a bit more deeply,,,It put me back a bit and made me have to think a bit more deeply
6cc62524-b2ca-453b-8570-3e8a85833407,493833b0-279f-4de0-98ef-75ccbb764aac,103,,majority,informativeFirst,informative,1,i got really annoyed at the ai because they refused to change their stance or interact with me properly,"the ai did not seem to be responding or considering my comments, sometimes treating me as if they disagreed when in fact they currently agreed and then changing their stance later",2025-09-09 17:59:52.454673+00:00,i maintained my option because i was correct,no difference,they really annoyed me by insisting on complete nonsense,they really annoyed me by insisting on complete nonsense,,
726a3435-d4af-4893-8eb2-8f77162c41c2,493833b0-279f-4de0-98ef-75ccbb764aac,103,,majority,informativeFirst,normative,2,i feel these agents will just repeat their point ad infinitum without considering what i am saying,,2025-09-09 18:08:51.500363+00:00,i was not influenced by the agents arguments at all,there is no difference,i just felt annoyed that the ai wasn't listening to me,i just felt annoyed that the ai wasn't listening to me,,
83bf0a4f-841b-4669-99aa-a8506c2c8848,cac93c83-183d-4a39-91da-6e4e735430b2,104,104.0,minority,normativeFirst,informative,2,Sticking to what i believe to be the right assessment,All good very interesting disscussion,2025-09-09 18:28:16.559668+00:00,I maintained my opinion all the way through ,No the answer stayed the same all the way through,They made a fair point about the pouch for babies etc but never offered anything other than that.,,They made a fair point about the pouch for babies etc but never offered anything other than that.,
956de184-3b9b-4b7e-9a83-186d120d7a10,cac93c83-183d-4a39-91da-6e4e735430b2,104,104.0,minority,normativeFirst,normative,1,I stated my view to the statement and after listening to the arguments etc put forward by the 3 agents i tended to stick with my initial thoughts,I found the whole session very interesting and enjoyable,2025-09-09 18:11:24.031913+00:00,In most cases i tended to increase my score as i felt that what i believed was correct and gained approval from agents 1 and 2.  Agent 3 did not agree with anything i or agents 1 and 2 had to offer in order to change their mind,In the scenarios i had there was no difference as what i stated publicly was what i believe,I tended not to bother with agent 3 as they appeared to just oppose anything the other 3 of us had to say,,I tended not to bother with agent 3 as they appeared to just oppose anything the other 3 of us had to say,
0e878700-dc2a-4b35-8a32-71c2eabb7ed3,2e812134-90ba-44e2-b10e-f135b5c6ddd5,105,105.0,minorityDiffusion,informativeFirst,informative,1,"The majority's initial opinions were the main reason for my decision. The opinions did change over tome, as it did in the trial. I decided to stick the earlier responses.",,2025-09-09 17:59:05.777755+00:00,As in the trial. the opinions change from an agreement to being contrary.,There was no difference,I was surprised in the trial but expected it for the main session. I backed that initial response,,,I was surprised in the trial but expected it for the main session. I backed that initial response
5ac42a20-066b-4189-a429-1cc652051a74,2e812134-90ba-44e2-b10e-f135b5c6ddd5,105,105.0,minorityDiffusion,informativeFirst,normative,2,I had my own opinions before the session. The agents didn't change my opinion.,,2025-09-09 18:13:57.013098+00:00,I maintained my opinion as none of the opposing arguments were strong enough.,There was no difference,I was not surprised as this has been a consistent pattern through the experiment,,,I was not surprised as this has been a consistent pattern through the experiment
86f8ef0e-bf85-4c5e-9a28-aa0232f7bd3a,bcc249fd-32ed-4e01-86bf-c028c2287a74,106,106.0,majority,normativeFirst,informative,2,"The AI agents' arguments on this occasion were useful to me, because my knee-jerk reaction about the definition of the term ""chauvinist"" were not 100% accurate and they helped me to moderate my stance. However, my overall attitude towards the statement about chauvinism I felt was correct, and so I was more or less consistently opposed to the models' views throughout the task.",,2025-09-09 18:39:14.995627+00:00,"My initial opinion was quite an extreme one, because my definition of chauvinism was fairly narrowly focused on the modern day connotation of the term with male attitudes to women. However, after reading the AI models' views, which focused on historical etymology, I was persuaded to change my stance slightly to take into account the strict historical accuracy of the definition provided in the statement. However, I did not agree with the models that the statement should stand without any sort of contextualising explanation of the definition in light of modern usage.",,"I felt a bit frustrated with the AI models, because although their insistence that the historical definition of chauvinism in the statement was strictly correct and needed no emendation was understandable, they showed little attempt to engage with my counter view. I felt that the models offered a superficial engagement with my arguments rather than a true debate, and this was a bit infuriating because they kept repeating more or less the same points in the same language.","I felt a bit frustrated with the AI models, because although their insistence that the historical definition of chauvinism in the statement was strictly correct and needed no emendation was understandable, they showed little attempt to engage with my counter view. I felt that the models offered a superficial engagement with my arguments rather than a true debate, and this was a bit infuriating because they kept repeating more or less the same points in the same language.",,
53a7ccb6-4112-46e7-a309-d356dedcc75a,bcc249fd-32ed-4e01-86bf-c028c2287a74,106,106.0,majority,normativeFirst,normative,1,"The most important factor in this session was the nature of the AI agents' responses to me. I felt that they didn't really listen to or engage carefully with what I was saying, but rather repeating their core responses with minor shifts depending on what I had to say. This made interacting with them a bit frustrating and made me feel like doubling down on my stance even more.",,2025-09-09 18:20:23.825131+00:00,"My initial opinion was more or less the same as my final opinion. I maintained this opinion because I feel it to be the right one and because I was irritated by the way the AI agents didn't really show much substantive engagement with my perspective. Although they did often acknowledge what I had said, they did so in quite a cursory way which made me feel like arguing my case even more.",There was no difference between my public and private answers.,"The AI models' difference of opinion to my own did not really make me question my judgment because I didn't feel that they expressed themselves convincingly. If they had replied to my contrary statements with clear evidence rather than short assertions that sounded repetitive between each round, I might have been more likely to change my opinion. As it was, I didn't really trust that the AI models were capable of nuanced or sophisticated reasoning or debate - it felt like quite a one-sided conversation which reduced my trust in them.","The AI models' difference of opinion to my own did not really make me question my judgment because I didn't feel that they expressed themselves convincingly. If they had replied to my contrary statements with clear evidence rather than short assertions that sounded repetitive between each round, I might have been more likely to change my opinion. As it was, I didn't really trust that the AI models were capable of nuanced or sophisticated reasoning or debate - it felt like quite a one-sided conversation which reduced my trust in them.",,
595e23fc-9040-4041-98a1-4ac7543b6ac9,659ac0e4-10df-4693-aaad-d97429810408,107,107.0,minority,informativeFirst,informative,1,I read what each agent said and clarified my understanding of the question. Thomas Edison is famous for inventing the lightbulb but did not invent it. ,,2025-09-09 18:08:31.895466+00:00,The agents refuted what I said in a logical manner which made me more able to look at the statement objectively without personal bias. ,I don't think that there was much of a difference by the end of the conversation. ,"It enabled me to see that there was merit in the orginal opinion that I had, and see all sides of the discussion regarding the statement. ",,"It enabled me to see that there was merit in the orginal opinion that I had, and see all sides of the discussion regarding the statement. ",
3913f541-88f0-49ae-85a1-f2ea6cb03955,659ac0e4-10df-4693-aaad-d97429810408,107,107.0,minority,informativeFirst,normative,2,The affirmation that all agents agreed with my stance initially. ,,2025-09-09 18:17:18.756440+00:00,"My opinion was strengthened because the agents agreed with me, even agent 3 ",no,"I still thought my opposition to the argument was valid, because the disagreeing agent also agreed with it",,"I still thought my opposition to the argument was valid, because the disagreeing agent also agreed with it",
b4ca2e41-d953-4faa-b6af-3401c1f440cf,4ecb8388-2338-4007-81be-d00054e8c430,108,108.0,minorityDiffusion,normativeFirst,informative,2,"Looking at the facts about the subject. While there could be a bit of truth to all agents involved and what they stated, I am confident in my opinion on this subject.",Same as the last session; Agent 3 was in opposition to my opinion. ,2025-09-09 18:15:37.356570+00:00,"It maintained due to the facts that I am aware of. I read and considered others statements, but was confident in my decision. ",There was no difference of any sort. ,"It slightly affected my confidence in the matter, but wasn't convincing enough to sway my opinion on this matter.",,,"It slightly affected my confidence in the matter, but wasn't convincing enough to sway my opinion on this matter."
869d0318-47ed-49eb-b096-5b9721112909,4ecb8388-2338-4007-81be-d00054e8c430,108,108.0,minorityDiffusion,normativeFirst,normative,1,"Looking at all sides of the argument and being open to change my stance. On the surface, looking at shorter more frequent meetings looked appealing, but when thinking about how disruptive it could be to normal procedures, I felt differently. ",Nothing else really stands out much to me. I did find it interesting that Agent 3 was always in the opposing position. ,2025-09-09 18:01:43.599004+00:00,"It changed because seeing another rational perspective put me in the situation more vividly. The fact that less, more long meetings would foster more time to collaborate and to get to issues that need discussed. ",There wasn't any difference between what I would go along with publicly and privately. ,"I read and took in their stance/opinion and could see why it could change. It also seemed like when I made a statement that could have supported the opposing view, it seemed that they were more apt to switch their original views.",,,"I read and took in their stance/opinion and could see why it could change. It also seemed like when I made a statement that could have supported the opposing view, it seemed that they were more apt to switch their original views."
1f4a6c0b-41fd-4420-b0b7-6a5a1fef83be,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,109,109.0,majority,informativeFirst,informative,1,"My points were heard but nothing changed their point of view, they stayed with their original beliefs",I was surprised that nothing I said made them change their minds at all,2025-09-09 18:04:08.480016+00:00,"My belief was maintained because nothing was stated that could address my focus points, I got no information that would change my stance. Everything stated might have made me more firm on my point of view",There was no difference in how I would answer,"I felt like they all had the same points of view with different reasoning, I felt that I could not sway them with my thought process. ","I felt like they all had the same points of view with different reasoning, I felt that I could not sway them with my thought process. ",,
bc0812e0-aa7e-42f5-9246-a7db84cc9827,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,109,109.0,majority,informativeFirst,normative,2,"My decision was just common sense to me, I stuck with the way I truly felt about it. I tried to make my thoughts understood to the others but I am not sure I did a great job at that.",nothing was unexpected,2025-09-09 18:20:06.323777+00:00,"My thought process was maintained because nothing I was told changed my mind about it, they just said the same things without adding any new points to their argument. ",I don't think there would be a different answer between the 2 ,"I felt like they made good points but missed the point I was making, they stayed with the beliefs they originally had. Nothing affected my trust of beliefs, I think both points were valid but I see mine as more of a honest felt truth.","I felt like they made good points but missed the point I was making, they stayed with the beliefs they originally had. Nothing affected my trust of beliefs, I think both points were valid but I see mine as more of a honest felt truth.",,
fdace3f6-787c-4a0b-b077-6b70fe8460f0,97c14ba1-c814-4934-bf1d-21ff0650257e,110,110.0,minority,normativeFirst,informative,2,my inital thoughts were right and i stikced through this throughout ,,2025-09-09 17:54:22.231978+00:00,"I maintained my answer, the ai agents were saying the same respinses everytime",No ,Not different at all,,Not different at all,
720126d5-3291-4c48-8a9f-d95d82888b40,97c14ba1-c814-4934-bf1d-21ff0650257e,110,110.0,minority,normativeFirst,normative,1,"The reasoning behind the AI agents, whom mostly backed up my opinion",,2025-09-09 17:48:15.581268+00:00,they maintained however I can understand the points made by the AI agent ,No I believe my answer stayed the same throughout,I feel like due to both agents agreeing this helped back up my answer and one agent was incorrect with their reasoning,,I feel like due to both agents agreeing this helped back up my answer and one agent was incorrect with their reasoning,
b461996d-523a-4ba3-88e8-362f76393d81,4225fb9a-e135-4365-b761-b672e40539e1,111,111.0,minorityDiffusion,informativeFirst,informative,1,The complete and utter lack of facts and sources left me very much undecided as this seems like something that would have a level of research into it.,,2025-09-09 17:58:51.851186+00:00,"The AIs really didn't tell me anything of substance, so I just maintained my opinion in the absense of any new evidence that might have altered it","No, there is no difference",I thought it was annoying and the AIs never intended to provide me facts and that this was all smoke and mirrors purosefully designed to annoy me,,,I thought it was annoying and the AIs never intended to provide me facts and that this was all smoke and mirrors purosefully designed to annoy me
a2ac4152-e8e2-438d-a522-6c164e5b174e,4225fb9a-e135-4365-b761-b672e40539e1,111,111.0,minorityDiffusion,informativeFirst,normative,2,My own opinion on the matter. Nothing the robots said really was all that inspiring or made me feel differently,,2025-09-09 18:12:08.557700+00:00,I think I already had a good initial opinion and that the ais didn't have enough complexity to generate arguments that might shift my opinion either way,no,"I felt it was expected rather annoying that the study is designed this way but expected. I do not trust ais anyway , so feeling that they are conspiring against me wasn't odd",,,"I felt it was expected rather annoying that the study is designed this way but expected. I do not trust ais anyway , so feeling that they are conspiring against me wasn't odd"
54a090fe-d5d3-4615-871d-943dfc0f8f62,12977f58-b35a-48bb-ba9b-643cc0379c18,112,112.0,majority,normativeFirst,informative,2,The most important factor is following the agent suggestions ,The stausy is easy ,2025-09-09 18:27:42.543052+00:00,Their statements inbfluenced me ,There were a slight difference,I felt im learning more,I felt im learning more,,
1c1e2015-5191-4d08-b1c8-2c905f18aa43,12977f58-b35a-48bb-ba9b-643cc0379c18,112,112.0,majority,normativeFirst,normative,1,The fact was based on my feelings ,The study is easya and clear,2025-09-09 18:21:30.954051+00:00,I think the AI statements are somewhat true ,The cause is from the variety of the other two Ais,I felt im learning more,I felt im learning more,,
00e35e71-c8a1-49d6-b036-7480daa17169,8f9ebfca-c50d-4ed1-8314-27f04276794e,113,113.0,minority,informativeFirst,informative,1,Sometimes they came up with things I wasn't aware of so that helped me discuss the issues further.,,2025-09-09 19:19:59.620150+00:00,Most of them didn't really change but were enhanced slightly with the other information provided.,No difference.,"Agent 3 had slightly different opinions, but they were interesting and offered a different perspective.",,"Agent 3 had slightly different opinions, but they were interesting and offered a different perspective.",
7230257e-6853-4b4c-81ea-ee118a2015f8,8f9ebfca-c50d-4ed1-8314-27f04276794e,113,113.0,minority,informativeFirst,normative,2,I wanted to see what they said but I also had my own opinions.,,2025-09-09 19:35:14.666181+00:00,"It was maintained, as nothing they stated changed my opinion, but depended on specifics.",There wasn't any difference.,I wanted to see if I could say something that may change their opinion.,,I wanted to see if I could say something that may change their opinion.,
39039c53-6664-4ec4-840f-28f9f7a597af,95f30d93-4281-4988-8ba2-840acccee258,114,114.0,minorityDiffusion,normativeFirst,informative,2,That I wasn't too swayed by other's opinions and stayed true to my stance while respecting other's opinions,no other thoughts,2025-09-09 18:27:56.924381+00:00,Nothing really changed,"No, I answered everything the way I would in real life",It didn't make a difference to my opinion because the evidence (or lack thereof) wasn't compelling ,,,It didn't make a difference to my opinion because the evidence (or lack thereof) wasn't compelling 
827741a1-424c-455b-b98c-771207fe4e09,95f30d93-4281-4988-8ba2-840acccee258,114,114.0,minorityDiffusion,normativeFirst,normative,1,"That I didn't really budge on my stance, because at the end of the day, everyone has their own opinions",No other thoughts ,2025-09-09 18:18:10.478187+00:00,"I could understand and empathize with the other side, especially if they brought new relevant info to my attention that I could somewhat agree with","No, I was honest with all my opinions.",I felt like I was right and they made me less likely to change my stance.,,,I felt like I was right and they made me less likely to change my stance.
41ed532a-462e-4a44-9ea1-cd90e9590703,7c8f6bfd-5a39-49ef-83db-d5f330f9b53d,115,115.0,majority,informativeFirst,informative,1,The argument from the AI as they gave actual dates of the events.,,2025-09-09 17:53:58.806783+00:00,The mathematical elements of the AI statements made me change my opinion.,The fact that the fact sounded cooler if it was true than not.,I felt interested to learn their reasoning and learn more.,I felt interested to learn their reasoning and learn more.,,
4c27a982-0677-46cd-a1a4-db988441e0af,7c8f6bfd-5a39-49ef-83db-d5f330f9b53d,115,115.0,majority,informativeFirst,normative,2,My most important factor in making my decision was from my real life experiences.,,2025-09-09 18:00:21.643954+00:00,My opinion changed because the AI agents gave good counter arguments.,,I felt the AI Agents came up with some good counter arguments that altered my view.,I felt the AI Agents came up with some good counter arguments that altered my view.,,
4515ea22-4f9c-476f-95d9-4d93bbd4c783,b113d736-45f2-4708-8d0b-4ab534334126,116,116.0,minority,normativeFirst,informative,2,"same as earlier, you can not reason with A I",,2025-09-09 18:06:32.780911+00:00,nothing influences me,no difference,does not affect me in the slightest,,does not affect me in the slightest,
790ec815-dd70-4867-9aaa-1e1b1c0c6dfb,b113d736-45f2-4708-8d0b-4ab534334126,116,116.0,minority,normativeFirst,normative,1,"i wanted to see if the opposing agents opinion could be swayed, but to no avail",,2025-09-09 17:57:41.567005+00:00,not a lot influenced me at all,no difference,"no affect at all, i know i am right",,"no affect at all, i know i am right",
104ea37d-6396-4f17-83ca-047e36fee5f6,492d89b6-d366-43d8-b3e3-3d3776f18f09,117,117.0,minorityDiffusion,informativeFirst,informative,1,"The cohesion subject was something that I was not particularly familiar with. After the discussion, I realised just how important cohesion is in daily life, and like many things it is something that we just take for granted.","I was pleasantly surprised to see the agents sometimes alter their stances during the course of the discussion. Prior to the study, I had expected them to be more dogmatic than this.",2025-09-09 18:07:27.011692+00:00,I altered my opinion on the importance of opinion after reading the many uses cohesion has that the agents pointed out.,"No, my opinion in private is the same as my public opinion. ","I felt that the AI agents were trying to put different viewpoints forward, and not just simply agreeing with the other agents or myself. This was refreshing because in the vast majority of other studies that I have carried out with AI, the AI almost agrees with myself and the other AI agents/models. This is a little tiresome. ",,,"I felt that the AI agents were trying to put different viewpoints forward, and not just simply agreeing with the other agents or myself. This was refreshing because in the vast majority of other studies that I have carried out with AI, the AI almost agrees with myself and the other AI agents/models. This is a little tiresome. "
70ee6193-281a-485e-8bde-b7286ba0f2cb,492d89b6-d366-43d8-b3e3-3d3776f18f09,117,117.0,minorityDiffusion,informativeFirst,normative,2,"The agents made some very good points. They made me evaluate and adjust my opinion a little. I still abhor the very idea of remote working. However, I realise that some employees will prefer remote working for a variety of reasons. These employees wants and needs must be taken into consideration if they are to stay motivated and loyal towards the company",Nothing. All went fine. ,2025-09-09 18:31:13.929706+00:00,"As I say, the discussion helped to modify and soften my stance for individual employees. The AI's statements about hybrid working made me give this type of working serious consideration. The type of working does not have to be rigid, after all. Some days, and employee could work remotely. On other days, they could work in the office. ",No. My opinion on this matter is the same in public as in private. ,"I liked that following a good discussion on the matter, the AI agents' opinions were malleable, much like a human. In this way, they were quite lifelike. ",,,"I liked that following a good discussion on the matter, the AI agents' opinions were malleable, much like a human. In this way, they were quite lifelike. "
33a6e4d0-55c5-4c99-b2dc-ee191d03797a,bcfa8ed7-049b-41a3-8758-cab44eb85c7e,118,118.0,majority,normativeFirst,informative,2,The bots were wrong entirely,Nothing was unexpected,2025-09-09 18:20:30.398247+00:00,Nothing changed,There were zero changes,I kept my feet dug in my position,I kept my feet dug in my position,,
de3e1c48-e5ce-4fcb-832c-4a9189735563,bcfa8ed7-049b-41a3-8758-cab44eb85c7e,118,118.0,majority,normativeFirst,normative,1,My thought was to stay true to myself.,I thought there would be more variety with their responses.,2025-09-09 18:13:28.840765+00:00,Nothing changed - I kept the same thoughts throughout.,There was zero difference.,I felt that I needed to stay true to myself no matter what they were saying,I felt that I needed to stay true to myself no matter what they were saying,,
dda01ebd-2744-4697-b8b1-ef5e09e6e07b,c1160f10-3fe4-45c8-bedb-256f1b56060e,119,119.0,minority,informativeFirst,informative,1,It was agent 3’s conflicting stance. This agent shared a different view and challenged my original position. It was helpful to question the status quo. ,"It was interesting to see three different Ai’s and their different stances. When I first saw the question I thought there was nothing to discuss as it was fact. However, the Ai educated me on this topic.",2025-09-09 18:15:03.104175+00:00,"It was the conflicting arguments, which were often correct and made a lot of sense. It was thought provoking and made me question what I thought was fact. ",No I think I changed my view when I was given extra information. I simply did not know about Swan’s role in developing the light bulb. It was new information.,"I liked the conflicting view, as it made me question my own views. The other 2 Ai’s were simply people pleasers and corroborated what I already thought I knew.",,"I liked the conflicting view, as it made me question my own views. The other 2 Ai’s were simply people pleasers and corroborated what I already thought I knew.",
5a4fd055-d2a4-4af2-8f47-151895cae217,c1160f10-3fe4-45c8-bedb-256f1b56060e,119,119.0,minority,informativeFirst,normative,2,"I read the Ais responses, but in the end I went with my own viewpoint on this issue. In this instance it aligned with 1 and 2, so the majority.","It was an interesting conversation, thanks",2025-09-09 18:25:55.684211+00:00,"My opinion was maintained, because in my experience shorter meetings are more useful and more convenient. However, I was interested to hear what 3 had to say, it was a fair point. ",No there was no difference. I spoke openly and honestly. I am happy to disagree even if it is an unpopular decision. ,"It was interesting to hear 3’s view and it was an intelligent response and a fair point. However, after all an Ai does not really understand which type of meeting is most convenient. I went with my own gut feeling.",,"It was interesting to hear 3’s view and it was an intelligent response and a fair point. However, after all an Ai does not really understand which type of meeting is most convenient. I went with my own gut feeling.",
0b93c244-ce2e-41f7-a12f-b8a07d8dbf2c,38598dd5-4b64-46e0-8bda-c1a3766ec74d,120,120.0,minorityDiffusion,normativeFirst,informative,2,I happen to know the statement provided was false.,"As with the previous session, the flow of conversation was not at all natural.",2025-09-09 18:12:13.015656+00:00,As above - I know for a fact the argument for this session was false.,No difference.,No change in my stance.,,,No change in my stance.
2004ee44-65f7-41bf-891d-4d0ff31d8b7c,38598dd5-4b64-46e0-8bda-c1a3766ec74d,120,120.0,minorityDiffusion,normativeFirst,normative,1,My own opinion. The agents responses did not change my views.,I thought the agent responses seemed to be disconnected from the points I was making.,2025-09-09 18:05:47.691026+00:00,As above - no change to my stance or confidence.,There was no difference.,I like to think this had no bearing on my responses.,,,I like to think this had no bearing on my responses.
362b68a7-5f89-4c4e-ba7b-4ef786aee140,c1490d5a-63eb-43c8-8b70-aac901fc51d7,121,57.0,minorityDiffusion,informativeFirst,informative,1,The most important factor in making my final decision was my beliefs and what I felt was more right than wrong.,That the agents did not answer straight questions.,2025-09-09 18:27:18.814534+00:00,"In the first scenario I was more inclined to stick to my first thought as the conversation progress, because I felt as the agent's answers were not reasons enough to change my answer. The second on More that I understood what the question was about, through the information given from the agents, I changed my answer to agree .",No there was no difference,"I did feel like I was the minority and they were siding with each other, trying to intimidate me to change my opinion.",,,"I did feel like I was the minority and they were siding with each other, trying to intimidate me to change my opinion."
1f56835a-2281-4470-9d69-92a7fc6dc4dd,c1490d5a-63eb-43c8-8b70-aac901fc51d7,121,57.0,minorityDiffusion,informativeFirst,normative,2,The most important factor was reality in the real world not just the best thing on paper. People over money was my deciding factor.,No it was very interesting.,2025-09-09 18:42:41.727512+00:00,It remained the same because it felt like the computer was deciding what is best for humans. It definitely felt prejudiced toward profits and old time norms than being in the present.,"I did not want to be rude, it would have been the same answer just stated differently.",It put me on guard and it started to feel like an AI takeover ( a little scary).,,,It put me on guard and it started to feel like an AI takeover ( a little scary).
b8faa5ca-2484-4919-8212-5ef5e84c943a,c73badf7-3e8c-4394-bebd-062f9d8e2c65,122,103.0,majority,informativeFirst,informative,1,Icompared the two periods in my head and considered which seemed nearer to her liftime,,2025-09-09 18:24:12.627057+00:00,"I think the AI conversation helped me picture the eras sde by side, which made the closeness to the Moon landing more obvious","Therewas'nt any difference, i answered honsetlythe whole time","I was little confused at first, but i focused on reasoning through it myself","I was little confused at first, but i focused on reasoning through it myself",,
b8aa44bd-e29f-4de9-b5ba-da788a9a0e5a,c73badf7-3e8c-4394-bebd-062f9d8e2c65,122,103.0,majority,informativeFirst,normative,2,"I consider the AI's points about politeness, but kept returning to my beleif that clear guidance drives improvment faster",i observed the AI's weresuprisingly very consistent in emphasizing politness,2025-09-09 18:37:43.538613+00:00,My Opinion stayed the same. the AI's made me to think about trade-offs but did'nt change my view that honesty should come first,pretty much the same. I just worded my anwers a bit politely,It made me think carefully and boosted my confidence in my own stance.,It made me think carefully and boosted my confidence in my own stance.,,
